,epoch,rollout_time,msl,u10,v10,t2m,z1000,z925,z850,z700,z600,z500,z400,z300,z250,z200,z150,z100,z50,q1000,q925,q850,q700,q600,q500,q400,q300,q250,q200,q150,q100,q50,t1000,t925,t850,t700,t600,t500,t400,t300,t250,t200,t150,t100,t50,u1000,u925,u850,u700,u600,u500,u400,u300,u250,u200,u150,u100,u50,v1000,v925,v850,v700,v600,v500,v400,v300,v250,v200,v150,v100,v50
0,0.0,0.0,0.9884658455848694,0.9445157051086426,0.9448204636573792,0.9785333275794983,0.0,0.0,0.9871762990951538,0.0,0.0,0.9912024140357971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818311095237732,0.0,0.0,0.906805157661438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968572735786438,0.0,0.0,0.9755529165267944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333115816116333,0.0,0.0,0.9490329623222351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271537065505981,0.0,0.0,0.9453540444374084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.993639349937439,0.9611304402351379,0.9604764580726624,0.985124409198761,0.0,0.0,0.9936256408691406,0.0,0.0,0.9960997700691223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9014917612075806,0.0,0.0,0.9241482019424438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978746771812439,0.0,0.0,0.9842199087142944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513770937919617,0.0,0.0,0.9627195000648499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9471368789672852,0.0,0.0,0.9603409767150879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.9950870275497437,0.9679505228996277,0.9680548310279846,0.9873445630073547,0.0,0.0,0.9952729344367981,0.0,0.0,0.9972620010375977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127594232559204,0.0,0.0,0.9326992630958557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9818148612976074,0.0,0.0,0.9870043396949768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959068775177002,0.0,0.0,0.9690503478050232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556146860122681,0.0,0.0,0.9665667414665222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.9954902529716492,0.9717052578926086,0.9714100360870361,0.9878462553024292,0.0,0.0,0.995944082736969,0.0,0.0,0.9977800250053406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199490547180176,0.0,0.0,0.9381433129310608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833524227142334,0.0,0.0,0.9881808757781982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633017778396606,0.0,0.0,0.9725618362426758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9594981670379639,0.0,0.0,0.9697328805923462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.0,0.0,0.9960594177246094,0.9734368920326233,0.9732965230941772,0.9887804388999939,0.0,0.0,0.9963423013687134,0.0,0.0,0.9979714751243591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9240450263023376,0.0,0.0,0.9416804313659668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844512343406677,0.0,0.0,0.988979160785675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655874967575073,0.0,0.0,0.974463939666748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9616799354553223,0.0,0.0,0.9715842008590698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.9960379004478455,0.9743772149085999,0.9743669033050537,0.9889035820960999,0.0,0.0,0.996391236782074,0.0,0.0,0.9980118274688721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276491403579712,0.0,0.0,0.9441288113594055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851119518280029,0.0,0.0,0.9894676804542542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666973948478699,0.0,0.0,0.9756026268005371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633558392524719,0.0,0.0,0.9726255536079407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.9963293075561523,0.9752565026283264,0.9751444458961487,0.9892702102661133,0.0,0.0,0.9966152310371399,0.0,0.0,0.9981227517127991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9298949241638184,0.0,0.0,0.9454554915428162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857085347175598,0.0,0.0,0.9898355007171631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9677116274833679,0.0,0.0,0.976331353187561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9644584655761719,0.0,0.0,0.9735342264175415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.9964035749435425,0.9756710529327393,0.9754870533943176,0.9889543056488037,0.0,0.0,0.9967104196548462,0.0,0.0,0.9981014132499695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9312315583229065,0.0,0.0,0.9466993808746338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859180450439453,0.0,0.0,0.989874005317688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682607054710388,0.0,0.0,0.9764748811721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651044607162476,0.0,0.0,0.9738739728927612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.0,0.0,0.9964624643325806,0.9763175845146179,0.9760487079620361,0.9896618723869324,0.0,0.0,0.9966986179351807,0.0,0.0,0.9982415437698364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932605504989624,0.0,0.0,0.9473584890365601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864028096199036,0.0,0.0,0.9903087615966797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691011905670166,0.0,0.0,0.9770911335945129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656524062156677,0.0,0.0,0.974446713924408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,0.0,0.9965224266052246,0.9766900539398193,0.9764485359191895,0.9897081255912781,0.0,0.0,0.9967979788780212,0.0,0.0,0.9983313679695129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337039589881897,0.0,0.0,0.9484556317329407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866567850112915,0.0,0.0,0.9905492067337036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695074558258057,0.0,0.0,0.9775949120521545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661796689033508,0.0,0.0,0.9745276570320129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
