,epoch,rollout_time,msl,u10,v10,t2m,z1000,z925,z850,z700,z600,z500,z400,z300,z250,z200,z150,z100,z50,q1000,q925,q850,q700,q600,q500,q400,q300,q250,q200,q150,q100,q50,t1000,t925,t850,t700,t600,t500,t400,t300,t250,t200,t150,t100,t50,u1000,u925,u850,u700,u600,u500,u400,u300,u250,u200,u150,u100,u50,v1000,v925,v850,v700,v600,v500,v400,v300,v250,v200,v150,v100,v50
0,0.0,0.0,0.9929476380348206,0.9592785835266113,0.958524227142334,0.9832692742347717,0.0,0.0,0.9932413697242737,0.0,0.0,0.9962228536605835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047855138778687,0.0,0.0,0.9240732789039612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790533781051636,0.0,0.0,0.9849044680595398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.9957529306411743,0.9709098935127258,0.9704551696777344,0.9881775975227356,0.0,0.0,0.9961575269699097,0.0,0.0,0.9981747269630432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216735363006592,0.0,0.0,0.9382463097572327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9843745231628418,0.0,0.0,0.9889211654663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.9966487288475037,0.9748168587684631,0.9746813178062439,0.9894682765007019,0.0,0.0,0.9969910383224487,0.0,0.0,0.9986979961395264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306861758232117,0.0,0.0,0.9448816180229187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863422513008118,0.0,0.0,0.9905778169631958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.9968998432159424,0.9766505360603333,0.9761776328086853,0.9902260303497314,0.0,0.0,0.9972617626190186,0.0,0.0,0.9989296793937683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345545768737793,0.0,0.0,0.94893479347229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871547818183899,0.0,0.0,0.9911177754402161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.0,0.0,0.9971861243247986,0.9776014685630798,0.9772335290908813,0.990668535232544,0.0,0.0,0.9975492358207703,0.0,0.0,0.9990596175193787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371569752693176,0.0,0.0,0.9505097270011902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878261089324951,0.0,0.0,0.9916391372680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.9972674250602722,0.9781255722045898,0.977851390838623,0.9906192421913147,0.0,0.0,0.9976643919944763,0.0,0.0,0.9991352558135986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9388344287872314,0.0,0.0,0.9520151019096375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880110025405884,0.0,0.0,0.9920090436935425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.9973492622375488,0.9787823557853699,0.9784127473831177,0.991084635257721,0.0,0.0,0.9976816177368164,0.0,0.0,0.99917072057724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400580525398254,0.0,0.0,0.9529295563697815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883496761322021,0.0,0.0,0.9921759963035583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.9974318742752075,0.9788491129875183,0.9787873029708862,0.9911298751831055,0.0,0.0,0.9977985620498657,0.0,0.0,0.9991929531097412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9409559965133667,0.0,0.0,0.9536267518997192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885050058364868,0.0,0.0,0.9922751784324646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.0,0.0,0.997322142124176,0.9793387651443481,0.9791746139526367,0.991235077381134,0.0,0.0,0.9975985884666443,0.0,0.0,0.9991589784622192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9421073794364929,0.0,0.0,0.9540687799453735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988733172416687,0.0,0.0,0.9923555254936218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,0.0,0.9975508451461792,0.9797351956367493,0.9793382287025452,0.9912899136543274,0.0,0.0,0.9978447556495667,0.0,0.0,0.9991915225982666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426495432853699,0.0,0.0,0.954566240310669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887799024581909,0.0,0.0,0.9923141598701477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0.0,0.9976308345794678,0.9799976944923401,0.9797103404998779,0.9914109110832214,0.0,0.0,0.9979428052902222,0.0,0.0,0.9993200302124023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429581165313721,0.0,0.0,0.9550707936286926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889072775840759,0.0,0.0,0.9925432801246643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.0,0.0,0.9975813031196594,0.9801367521286011,0.9798579812049866,0.9913972020149231,0.0,0.0,0.9979345798492432,0.0,0.0,0.9992953538894653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428483247756958,0.0,0.0,0.9550995826721191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889674782752991,0.0,0.0,0.9926159977912903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
