epoch,rollout_time,msl,u10,v10,t2m,z1000,z925,z850,z700,z600,z500,z400,z300,z250,z200,z150,z100,z50,q1000,q925,q850,q700,q600,q500,q400,q300,q250,q200,q150,q100,q50,t1000,t925,t850,t700,t600,t500,t400,t300,t250,t200,t150,t100,t50,u1000,u925,u850,u700,u600,u500,u400,u300,u250,u200,u150,u100,u50,v1000,v925,v850,v700,v600,v500,v400,v300,v250,v200,v150,v100,v50
10.0,0.0,59.27540588378906,0.8408569693565369,0.8450190424919128,0.7174010276794434,0.0,0.0,43.07890701293945,0.0,0.0,52.975406646728516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7898150682449341,0.0,0.0,0.2930329442024231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735435366630554,0.0,0.0,0.5617253184318542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,59.681800842285156,0.8458389639854431,0.8524274230003357,0.7125938534736633,0.0,0.0,43.12238311767578,0.0,0.0,52.792640686035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787530779838562,0.0,0.0,0.2932518422603607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714797258377075,0.0,0.0,0.5609742999076843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,59.84852600097656,0.8348162770271301,0.837704062461853,0.7145163416862488,0.0,0.0,44.4929313659668,0.0,0.0,54.83717727661133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7836863398551941,0.0,0.0,0.29149097204208374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769703209400177,0.0,0.0,0.5603551268577576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,58.192256927490234,0.8328880667686462,0.836656928062439,0.7072713375091553,0.0,0.0,42.31593322753906,0.0,0.0,52.38080596923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7823935151100159,0.0,0.0,0.29142215847969055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7648236751556396,0.0,0.0,0.5620276927947998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,58.44649124145508,0.8306946158409119,0.8351695537567139,0.7070683240890503,0.0,0.0,42.517417907714844,0.0,0.0,51.9312858581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781383216381073,0.0,0.0,0.2917674779891968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7683607339859009,0.0,0.0,0.5564376711845398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,58.16584777832031,0.8264492750167847,0.8335072994232178,0.7049405574798584,0.0,0.0,42.3060302734375,0.0,0.0,51.73614501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783442497253418,0.0,0.0,0.2904943823814392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7634365558624268,0.0,0.0,0.5551819801330566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,57.954490661621094,0.8278598785400391,0.8313033580780029,0.705816924571991,0.0,0.0,41.80318832397461,0.0,0.0,51.46346664428711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778110504150391,0.0,0.0,0.2898828685283661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762272298336029,0.0,0.0,0.5543313026428223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,57.689083099365234,0.8233124017715454,0.8289474248886108,0.7066789269447327,0.0,0.0,42.05220031738281,0.0,0.0,51.557186126708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7769838571548462,0.0,0.0,0.28953292965888977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7738369703292847,0.0,0.0,0.5515657067298889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,58.5168342590332,0.8261006474494934,0.8296709060668945,0.7026317119598389,0.0,0.0,42.334014892578125,0.0,0.0,51.86613464355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7775134444236755,0.0,0.0,0.28943902254104614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614753246307373,0.0,0.0,0.5546588897705078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,57.89175796508789,0.8186609148979187,0.8265364170074463,0.7024016976356506,0.0,0.0,42.003318786621094,0.0,0.0,51.56309127807617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7744365334510803,0.0,0.0,0.2884453535079956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7607032656669617,0.0,0.0,0.5503652691841125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,57.14190673828125,0.8186797499656677,0.8234749436378479,0.7040373086929321,0.0,0.0,41.33652877807617,0.0,0.0,51.1453971862793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7737041115760803,0.0,0.0,0.28790050745010376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587901949882507,0.0,0.0,0.5475615859031677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,56.83894348144531,0.8195323944091797,0.8221785426139832,0.7044547200202942,0.0,0.0,41.401031494140625,0.0,0.0,51.12342834472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775673508644104,0.0,0.0,0.2882019579410553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7572641372680664,0.0,0.0,0.5498759150505066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,57.1849250793457,0.8175991177558899,0.8204589486122131,0.6986309885978699,0.0,0.0,41.15928268432617,0.0,0.0,50.430519104003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771084725856781,0.0,0.0,0.2876884341239929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574325203895569,0.0,0.0,0.5502766370773315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,57.411720275878906,0.8143045902252197,0.8228301405906677,0.6999656558036804,0.0,0.0,41.160736083984375,0.0,0.0,50.62665939331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710046768188477,0.0,0.0,0.2872316241264343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553091645240784,0.0,0.0,0.5516002774238586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,57.03712844848633,0.8131450414657593,0.8192225694656372,0.7000672221183777,0.0,0.0,41.06870651245117,0.0,0.0,49.99501037597656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692513465881348,0.0,0.0,0.28663912415504456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517369985580444,0.0,0.0,0.5468701720237732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,56.56914138793945,0.8094399571418762,0.8145298361778259,0.7029046416282654,0.0,0.0,40.79447937011719,0.0,0.0,50.25009536743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698879241943359,0.0,0.0,0.28613582253456116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751664400100708,0.0,0.0,0.5430744290351868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,56.01586151123047,0.8087072372436523,0.8139285445213318,0.694378137588501,0.0,0.0,40.49765396118164,0.0,0.0,49.47246170043945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7686020135879517,0.0,0.0,0.2858332097530365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7506445050239563,0.0,0.0,0.5441625714302063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,56.59516143798828,0.8039216995239258,0.8092189431190491,0.6915213465690613,0.0,0.0,41.0461311340332,0.0,0.0,50.14881134033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676033973693848,0.0,0.0,0.2858055531978607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7497783899307251,0.0,0.0,0.5413513779640198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,55.91813278198242,0.8124056458473206,0.8093215227127075,0.6923068761825562,0.0,0.0,40.5821647644043,0.0,0.0,49.55807876586914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698339819908142,0.0,0.0,0.28450220823287964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7463333606719971,0.0,0.0,0.5410402417182922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,56.694061279296875,0.8109289407730103,0.8088839650154114,0.6957531571388245,0.0,0.0,40.85008239746094,0.0,0.0,49.291568756103516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7655996084213257,0.0,0.0,0.28416410088539124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7476630210876465,0.0,0.0,0.542198657989502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,56.3305549621582,0.8076582551002502,0.8095734715461731,0.6950247883796692,0.0,0.0,40.75605773925781,0.0,0.0,49.93783187866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7658577561378479,0.0,0.0,0.2844265103340149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7457379698753357,0.0,0.0,0.5399549603462219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,55.98671340942383,0.8031433820724487,0.8061090111732483,0.6935755014419556,0.0,0.0,40.441261291503906,0.0,0.0,50.304683685302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7674359083175659,0.0,0.0,0.28365054726600647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7468454241752625,0.0,0.0,0.540835440158844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,55.7215576171875,0.8018430471420288,0.8033164143562317,0.6921905279159546,0.0,0.0,40.289588928222656,0.0,0.0,49.65542984008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7634621262550354,0.0,0.0,0.2834216058254242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743319034576416,0.0,0.0,0.5375099182128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,55.477359771728516,0.8023856282234192,0.8039029836654663,0.693471372127533,0.0,0.0,40.304359436035156,0.0,0.0,49.64289093017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7625865340232849,0.0,0.0,0.2827339768409729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432447671890259,0.0,0.0,0.5367707014083862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,54.836456298828125,0.8011652231216431,0.8025242686271667,0.6928417086601257,0.0,0.0,39.74736022949219,0.0,0.0,48.77742004394531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7618149518966675,0.0,0.0,0.282874196767807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7434209585189819,0.0,0.0,0.537072479724884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,55.08285903930664,0.7975047826766968,0.7976899743080139,0.6888143420219421,0.0,0.0,39.83395004272461,0.0,0.0,48.582069396972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7617685198783875,0.0,0.0,0.28237783908843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742028534412384,0.0,0.0,0.535380482673645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,55.23435592651367,0.7991052865982056,0.800852358341217,0.6912375688552856,0.0,0.0,40.11168670654297,0.0,0.0,49.78358459472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7596023678779602,0.0,0.0,0.2822665572166443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400399446487427,0.0,0.0,0.5363668203353882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,55.3842658996582,0.8000019192695618,0.7987417578697205,0.690967321395874,0.0,0.0,39.94095230102539,0.0,0.0,48.942481994628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761157214641571,0.0,0.0,0.28160449862480164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7446913123130798,0.0,0.0,0.5375791192054749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,55.19001007080078,0.7933744192123413,0.7950806617736816,0.6899930238723755,0.0,0.0,39.67320251464844,0.0,0.0,48.503238677978516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587926983833313,0.0,0.0,0.28144583106040955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7416990995407104,0.0,0.0,0.5354558229446411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,55.281944274902344,0.792870283126831,0.7934467792510986,0.6870477199554443,0.0,0.0,40.312747955322266,0.0,0.0,49.94347381591797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611235976219177,0.0,0.0,0.28152865171432495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419008016586304,0.0,0.0,0.5341761708259583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,54.5208854675293,0.7904984951019287,0.7939570546150208,0.688934326171875,0.0,0.0,39.51668167114258,0.0,0.0,48.78581237792969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578576803207397,0.0,0.0,0.2811026871204376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738338828086853,0.0,0.0,0.5319684743881226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
